Repository Name,File Name,Line Number,Task Name,Smell Name
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/dns/create_private_dns,teardown.yaml,8,Task 1,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/dns/create_private_dns,teardown.yaml,8,Task 1,Broken Dependency Chain
Repository Name,File Name,Line Number,Task Name,Smell Name
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/dns/create_private_dns,teardown.yaml,16,Task 2,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/dns/create_private_dns,teardown.yaml,16,Task 2,Broken Dependency Chain
Repository Name,File Name,Line Number,Task Name,Smell Name
