Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Hardware Specific Commands,"
































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Assumption about Environment,"None 




"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,4,ANSISTRANO | Get current folder,Broken Dependency Chain,Task did not check the correctness of execution.
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Missing Dependencies,"
Task is using relative path for source path"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Hardware Specific Commands,"
































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Assumption about Environment,"None 




"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,9,ANSISTRANO | Remove current folder if it's a directory,Broken Dependency Chain,None
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Missing Dependencies,"Task is using relative path for source
Task is using relative path for source path"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Hardware Specific Commands,"










































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Assumption about Environment,"None 


"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,symlink.yml,16,ANSISTRANO | Change softlink to new release,Broken Dependency Chain,Task did not check the correctness of execution.
