Repository Name,File Name,Line Number,Task Name,Smell Name
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,8,Clean artifact path,Assumption about Environment
Repository Name,File Name,Line Number,Task Name,Smell Name
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,14,Clean temporary directory,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,20,Terminate the instance,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,26,Delete the subnet,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,32,Delete the security list,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,38,Delete the route table,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,44,Delete the Internet Gateway,Assumption about Environment
/home/ghazal/Ansible-Reproducibility/test/testScripts/samples/compute/instance-console-connections-and-capture-console-history,teardown.yaml,50,Delete the VCN,Assumption about Environment
