Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Get the latest published full release for the repository,None,None,None,None,"Task assumes that the package repository is available at a specific URL structure.
Task assume the environment is windows. 








","












































































































































































































































































",Error
Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Filter the latest Terragrunt version,None,None,None,None,"None 




","
































































































































































",None
Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Use the specified Terragrunt version when latest var is not define,None,None,None,None,"None 




","
































































































































































",None
Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Check if Terragrunt is present on Windows with the right version,"Task violates idempotency because it executes a command.
Task violates idempotency because it executes a command on windows.",None,None,Error,"Task assume the environment is windows. 








","


































































































































































































































































































































",Task did not check the correctness of execution.
Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Create Terragrunt folder,None,None,None,"
Task is using relative path for source path","Task assume the environment is windows. 


","










































































































",Task did not check the correctness of execution.
Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Download Terragrunt,None,None,None,None,"Task assumes that the package repository is available at a specific URL structure.
Task assume the environment is windows. 




","
































































































































































",Error
Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Windows | Add Terragrunt to PATH,None,None,None,None,"Task assume the environment is windows. 


","










































































































",Task did not check the correctness of execution.
