Task name,Idempotency,Version specific installation,Outdated dependencies,Missing dependencies,Assumption about environment,Hardware specific commands,Broken Dependency
Create service template for azure REST-API ResourceHealth,Task violates idempotency because it executes a command.,None,None,None,"None 


","










































































































",Error
